keyword,dict_type,category,subcategory,standard_sector,official_name,product_type,asset_class,market,country,currency,blue_chips,yahoo_ticker,market_bm,ind_bm,priority,note,updated_at
통신 및 방송 장비 제조업,3.KSIC산업,전기전자,통신 및 방송 장비 제조업,전기전자 / 통신 및 방송 장비 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,102960,50,KRX KSIC 공식 산업분류 (통신 및 방송 장비 제조업),2026-08-26T08:50:42.077439
특수 목적용 기계 제조업,3.KSIC산업,산업재,특수 목적용 기계 제조업,산업재 / 특수 목적용 기계 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (특수 목적용 기계 제조업),2026-08-26T08:50:42.077439
"펄프, 종이 및 판지 제조업",3.KSIC산업,제조업,"펄프, 종이 및 판지 제조업","제조업 / 펄프, 종이 및 판지 제조업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (펄프, 종이 및 판지 제조업)",2026-08-26T08:50:42.077439
편조의복 제조업,3.KSIC산업,자유소비재,편조의복 제조업,자유소비재 / 편조의복 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (편조의복 제조업),2026-08-26T08:50:42.077439
폐기물 처리업,3.KSIC산업,제조업,폐기물 처리업,제조업 / 폐기물 처리업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (폐기물 처리업),2026-08-26T08:50:42.077439
플라스틱제품 제조업,3.KSIC산업,화학소재,플라스틱제품 제조업,화학소재 / 플라스틱제품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (플라스틱제품 제조업),2026-08-26T08:50:42.077439
합성고무 및 플라스틱 물질 제조업,3.KSIC산업,화학소재,합성고무 및 플라스틱 물질 제조업,화학소재 / 합성고무 및 플라스틱 물질 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (합성고무 및 플라스틱 물질 제조업),2026-08-26T08:50:42.077439
항공 여객 운송업,3.KSIC산업,운수장비,항공 여객 운송업,운수장비 / 항공 여객 운송업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,228800,50,KRX KSIC 공식 산업분류 (항공 여객 운송업),2026-08-26T08:50:42.077439
"항공기,우주선 및 부품 제조업",3.KSIC산업,운수장비,"항공기,우주선 및 부품 제조업","운수장비 / 항공기,우주선 및 부품 제조업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,228800,50,"KRX KSIC 공식 산업분류 (항공기,우주선 및 부품 제조업)",2026-08-26T08:50:42.077439
해상 운송업,3.KSIC산업,운수장비,해상 운송업,운수장비 / 해상 운송업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,228800,50,KRX KSIC 공식 산업분류 (해상 운송업),2026-08-26T08:50:42.077439
"해체, 선별 및 원료 재생업",3.KSIC산업,제조업,"해체, 선별 및 원료 재생업","제조업 / 해체, 선별 및 원료 재생업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (해체, 선별 및 원료 재생업)",2026-08-26T08:50:42.077439
화학섬유 제조업,3.KSIC산업,화학소재,화학섬유 제조업,화학소재 / 화학섬유 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,50,KRX KSIC 공식 산업분류 (화학섬유 제조업),2026-08-26T08:50:42.077439
회사 본부 및 경영 컨설팅 서비스업,3.KSIC산업,제조업,회사 본부 및 경영 컨설팅 서비스업,제조업 / 회사 본부 및 경영 컨설팅 서비스업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (회사 본부 및 경영 컨설팅 서비스업),2026-08-26T08:50:42.077439
Information Technology,4.GICS산업,IT,전자기술소프트웨어,IT,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,XLK,50,GICS 공식 글로벌 분류 (Information Technology),2026-08-26T08:50:42.077439
Semiconductors,4.GICS산업,IT,AI반도체,IT / AI반도체,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,SOXX,50,GICS 공식 글로벌 분류 (Semiconductors),2026-08-26T08:50:42.077439
Semiconductor Equipment & Materials,4.GICS산업,IT,반도체소부장,IT / 반도체소부장,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,SOXX,50,GICS 공식 글로벌 분류 (Semiconductor Equipment & Materials),2026-08-26T08:50:42.077439
Semiconductors & Semiconductor Equipment,4.GICS산업,IT,반도체소부장,IT / 반도체소부장,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,SOXX,50,GICS 공식 글로벌 분류 (Semiconductors & Semiconductor Equipment),2026-08-26T08:50:42.077439
Software—Infrastructure,4.GICS산업,IT,클라우드소프트웨어,IT / 클라우드소프트웨어,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,IGV,50,GICS 공식 글로벌 분류 (Software—Infrastructure),2026-08-26T08:50:42.077439
Software—Application,4.GICS산업,IT,응용소프트웨어,IT / 응용소프트웨어,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,IGV,50,GICS 공식 글로벌 분류 (Software—Application),2026-08-26T08:50:42.077439
Software - Infrastructure,4.GICS산업,IT,클라우드소프트웨어,IT / 클라우드소프트웨어,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,IGV,50,GICS 공식 글로벌 분류 (Software - Infrastructure),2026-08-26T08:50:42.077439
Software - Application,4.GICS산업,IT,응용소프트웨어,IT / 응용소프트웨어,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,IGV,50,GICS 공식 글로벌 분류 (Software - Application),2026-08-26T08:50:42.077439
"Technology Hardware, Storage & Peripherals",4.GICS산업,IT,빅테크하드웨어,IT / 빅테크하드웨어,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,XLK,50,"GICS 공식 글로벌 분류 (Technology Hardware, Storage & Peripherals)",2026-08-26T08:50:42.077439
Consumer Electronics,4.GICS산업,IT,빅테크디바이스,IT / 빅테크디바이스,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,XLK,50,GICS 공식 글로벌 분류 (Consumer Electronics),2026-08-26T08:50:42.077439
Electronic Components,4.GICS산업,IT,전자부품·소재,IT / 전자부품·소재,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,XLK,50,GICS 공식 글로벌 분류 (Electronic Components),2026-08-26T08:50:42.077439
Internet Content & Information,4.GICS산업,통신미디어,인터넷플랫폼,통신미디어 / 인터넷플랫폼,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,XLC,50,GICS 공식 글로벌 분류 (Internet Content & Information),2026-08-26T08:50:42.077439
Biotechnology,4.GICS산업,제약바이오,바이오텍,제약바이오 / 바이오텍,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,SPY,XBI,50,GICS 공식 글로벌 분류 (Biotechnology),2026-08-26T08:50:42.077439
Drug Manufacturers—General,4.GICS산업,제약바이오,글로벌제약,제약바이오 / 글로벌제약,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,SPY,XLV,50,GICS 공식 글로벌 분류 (Drug Manufacturers—General),2026-08-26T08:50:42.077439
Pharmaceuticals,4.GICS산업,제약바이오,글로벌제약,제약바이오 / 글로벌제약,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,SPY,XLV,50,GICS 공식 글로벌 분류 (Pharmaceuticals),2026-08-26T08:50:42.077439
Health Care,4.GICS산업,제약바이오,글로벌헬스케어,제약바이오 / 글로벌헬스케어,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,SPY,XLV,50,GICS 공식 글로벌 분류 (Health Care),2026-08-26T08:50:42.077439
Automobile Manufacturers,4.GICS산업,자유소비재,전기차완성차,자유소비재 / 전기차완성차,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,XLY,50,GICS 공식 글로벌 분류 (Automobile Manufacturers),2026-08-26T08:50:42.077439
Auto Manufacturers,4.GICS산업,자유소비재,전기차완성차,자유소비재 / 전기차완성차,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,QQQ,XLY,50,GICS 공식 글로벌 분류 (Auto Manufacturers),2026-08-26T08:50:42.077439
Aerospace & Defense,4.GICS산업,산업재,우주항공방산,산업재 / 우주항공방산,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,SPY,XAR,50,GICS 공식 글로벌 분류 (Aerospace & Defense),2026-08-26T08:50:42.077439
Specialty Industrial Machinery,4.GICS산업,산업재,로봇·자동화,산업재 / 로봇·자동화,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,SPY,BOTZ,50,GICS 공식 글로벌 분류 (Specialty Industrial Machinery),2026-08-26T08:50:42.077439
Electrical Equipment & Parts,4.GICS산업,산업재,전력기기·자동화,산업재 / 전력기기·자동화,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,SPY,XLI,50,GICS 공식 글로벌 분류 (Electrical Equipment & Parts),2026-08-26T08:50:42.077439
Banks—Diversified,4.GICS산업,금융,글로벌은행,금융 / 글로벌은행,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,SPY,XLF,50,GICS 공식 글로벌 분류 (Banks—Diversified),2026-08-26T08:50:42.077439
Oil & Gas Integrated,4.GICS산업,에너지,정유에너지,에너지 / 정유에너지,,개별기업주식,글로벌성장주,NASDAQ,미국,USD,[],,SPY,XLE,50,GICS 공식 글로벌 분류 (Oil & Gas Integrated),2026-08-26T08:50:42.077439
Inspec,6. 종목지정,,,,Inspec,,,TSE,일본,,[],6656.T,,,50,,2026-08-25T13:14:29.439463
Inspec Inc,6. 종목지정,,,,Inspec,,,TSE,일본,,[],6656.T,,,50,,2026-08-25T13:14:29.439463
Murata,6. 종목지정,,,,Murata,,,TSE,일본,,[],6981.T,,,50,,2026-08-25T13:14:29.439463
MURATA MFG,6. 종목지정,,,,Murata,,,TSE,일본,,[],6981.T,,,50,,2026-08-25T13:14:29.439463
Murata Manufacturing,6. 종목지정,,,,Murata,,,TSE,일본,,[],6981.T,,,50,,2026-08-25T13:14:29.439463
Ibiden,6. 종목지정,,,,Ibiden,,,TSE,일본,,[],4062.T,,,50,,2026-08-25T13:14:29.439463
IBIDEN CO LTD,6. 종목지정,,,,Ibiden,,,TSE,일본,,[],4062.T,,,50,,2026-08-25T13:14:29.439463
Kioxia,6. 종목지정,,,,Kioxia,,,TSE,일본,,[],285A.T,,,50,,2026-08-25T13:14:29.439463
Kioxia Holdings,6. 종목지정,,,,Kioxia,,,TSE,일본,,[],285A.T,,,50,,2026-08-25T13:14:29.439463
Lasertec,6. 종목지정,,,,Lasertec,,,TSE,일본,,[],6920.T,,,50,,2026-08-25T13:14:29.439463
Lasertec Corp,6. 종목지정,,,,Lasertec,,,TSE,일본,,[],6920.T,,,50,,2026-08-25T13:14:29.439463
Kokusai Electric,6. 종목지정,,,,Kokusai Electric,,,TSE,일본,,[],6525.T,,,50,,2026-08-25T13:14:29.439463
Kokusai Electric Corp,6. 종목지정,,,,Kokusai Electric,,,TSE,일본,,[],6525.T,,,50,,2026-08-25T13:14:29.439463
Tokyo Electron,6. 종목지정,,,,Tokyo Electron,,,TSE,일본,,[],8035.T,,,50,,2026-08-25T13:14:29.439463
Tokyo Electron Ltd,6. 종목지정,,,,Tokyo Electron,,,TSE,일본,,[],8035.T,,,50,,2026-08-25T13:14:29.439463
Micronics Japan,6. 종목지정,,,,Micronics Japan,,,TSE,일본,,[],6871.T,,,50,,2026-08-25T13:14:29.439463
Micronics Japan Co Ltd,6. 종목지정,,,,Micronics Japan,,,TSE,일본,,[],6871.T,,,50,,2026-08-25T13:14:29.439463
Advantest,6. 종목지정,,,,Advantest,,,TSE,일본,,[],6857.T,,,50,,2026-08-25T13:14:29.439463
Advantest Corp,6. 종목지정,,,,Advantest,,,TSE,일본,,[],6857.T,,,50,,2026-08-25T13:14:29.439463
Disco,6. 종목지정,,,,Disco,,,TSE,일본,,[],6146.T,,,50,,2026-08-25T13:14:29.439463
Disco Corp,6. 종목지정,,,,Disco,,,TSE,일본,,[],6146.T,,,50,,2026-08-25T13:14:29.439463
Screen Holdings,6. 종목지정,,,,Screen Holdings,,,TSE,일본,,[],7735.T,,,50,,2026-08-25T13:14:29.439463
Tokyo Seimitsu,6. 종목지정,,,,Tokyo Seimitsu,,,TSE,일본,,[],7729.T,,,50,,2026-08-25T13:14:29.439463
Renesas,6. 종목지정,,,,Renesas,,,TSE,일본,,[],6723.T,,,50,,2026-08-25T13:14:29.439463
Shin-Etsu Chemical,6. 종목지정,,,,Shin-Etsu Chemical,,,TSE,일본,,[],4063.T,,,50,,2026-08-25T13:14:29.439463
SUMCO,6. 종목지정,,,,SUMCO,,,TSE,일본,,[],3436.T,,,50,,2026-08-25T13:14:29.439463
HOYA,6. 종목지정,,,,HOYA,,,TSE,일본,,[],7741.T,,,50,,2026-08-25T13:14:29.439463
Keyence,6. 종목지정,,,,Keyence,,,TSE,일본,,[],6861.T,,,50,,2026-08-25T13:14:29.439463
2018 신규 상장주,1.한국테마,제조업,2018 신규 상장주,제조업 / 2018 신규 상장주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (2018 신규 상장주),2026-08-26T08:50:42.077439
2019 신규 상장주,1.한국테마,제조업,2019 신규 상장주,제조업 / 2019 신규 상장주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (2019 신규 상장주),2026-08-26T08:50:42.077439
2020 신규 상장주,1.한국테마,제조업,2020 신규 상장주,제조업 / 2020 신규 상장주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (2020 신규 상장주),2026-08-26T08:50:42.077439
2021 신규 상장주,1.한국테마,제조업,2021 신규 상장주,제조업 / 2021 신규 상장주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (2021 신규 상장주),2026-08-26T08:50:42.077439
2022 신규 상장주,1.한국테마,제조업,2022 신규 상장주,제조업 / 2022 신규 상장주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (2022 신규 상장주),2026-08-26T08:50:42.077439
2023 신규 상장주,1.한국테마,제조업,2023 신규 상장주,제조업 / 2023 신규 상장주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (2023 신규 상장주),2026-08-26T08:50:42.077439
2024 신규 상장주,1.한국테마,제조업,2024 신규 상장주,제조업 / 2024 신규 상장주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (2024 신규 상장주),2026-08-26T08:50:42.077439
2차전지,1.한국테마,2차전지,2차전지,2차전지 / 2차전지,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,305540,30,한투 공식 테마 (2차전지),2026-08-26T08:50:42.077439
"2차전지(LEP,리튬인산철)",1.한국테마,2차전지,"2차전지(LEP,리튬인산철)","2차전지 / 2차전지(LEP,리튬인산철)",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,305540,30,"한투 공식 테마 (2차전지(LEP,리튬인산철))",2026-08-26T08:50:42.077439
2차전지(생산),1.한국테마,2차전지,2차전지(생산),2차전지 / 2차전지(생산),,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,305540,30,한투 공식 테마 (2차전지(생산)),2026-08-26T08:50:42.077439
"2차전지(소재,부품,장비)",1.한국테마,2차전지,"2차전지(소재,부품,장비)","2차전지 / 2차전지(소재,부품,장비)",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,305540,30,"한투 공식 테마 (2차전지(소재,부품,장비))",2026-08-26T08:50:42.077439
3D,1.한국테마,제조업,3D,제조업 / 3D,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (3D),2026-08-26T08:50:42.077439
3D낸드,1.한국테마,제조업,3D낸드,제조업 / 3D낸드,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,396500,30,한투 공식 테마 (3D낸드),2026-08-26T08:50:42.077439
3D프린터,1.한국테마,제조업,3D프린터,제조업 / 3D프린터,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (3D프린터),2026-08-26T08:50:42.077439
5G,1.한국테마,제조업,5G,제조업 / 5G,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (5G),2026-08-26T08:50:42.077439
AMOLED,1.한국테마,제조업,AMOLED,제조업 / AMOLED,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (AMOLED),2026-08-26T08:50:42.077439
"AR,VR",1.한국테마,제조업,"AR,VR","제조업 / AR,VR",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,"한투 공식 테마 (AR,VR)",2026-08-26T08:50:42.077439
CXL,1.한국테마,전기전자,CXL,전기전자 / CXL,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,396500,30,한투 공식 테마 (CXL),2026-08-26T08:50:42.077439
DMZ 세계평화공원,1.한국테마,제조업,DMZ 세계평화공원,제조업 / DMZ 세계평화공원,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (DMZ 세계평화공원),2026-08-26T08:50:42.077439
ESS,1.한국테마,제조업,ESS,제조업 / ESS,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (ESS),2026-08-26T08:50:42.077439
FPCB,1.한국테마,전기전자,FPCB,전기전자 / FPCB,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (FPCB),2026-08-26T08:50:42.077439
GTX(수도권 광역급행철도),1.한국테마,제조업,GTX(수도권 광역급행철도),제조업 / GTX(수도권 광역급행철도),,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (GTX(수도권 광역급행철도)),2026-08-26T08:50:42.077439
HBM,1.한국테마,전기전자,HBM,전기전자 / HBM,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,396500,30,한투 공식 테마 (HBM),2026-08-26T08:50:42.077439
IPTV,1.한국테마,제조업,IPTV,제조업 / IPTV,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (IPTV),2026-08-26T08:50:42.077439
LCD,1.한국테마,제조업,LCD,제조업 / LCD,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (LCD),2026-08-26T08:50:42.077439
LED,1.한국테마,제조업,LED,제조업 / LED,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (LED),2026-08-26T08:50:42.077439
LED장비,1.한국테마,제조업,LED장비,제조업 / LED장비,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (LED장비),2026-08-26T08:50:42.077439
LNG,1.한국테마,제조업,LNG,제조업 / LNG,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (LNG),2026-08-26T08:50:42.077439
LPG,1.한국테마,제조업,LPG,제조업 / LPG,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (LPG),2026-08-26T08:50:42.077439
MLCC,1.한국테마,제조업,MLCC,제조업 / MLCC,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (MLCC),2026-08-26T08:50:42.077439
NFT,1.한국테마,제조업,NFT,제조업 / NFT,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (NFT),2026-08-26T08:50:42.077439
OLED,1.한국테마,제조업,OLED,제조업 / OLED,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (OLED),2026-08-26T08:50:42.077439
P2E,1.한국테마,제조업,P2E,제조업 / P2E,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (P2E),2026-08-26T08:50:42.077439
PC/주변기기,1.한국테마,제조업,PC/주변기기,제조업 / PC/주변기기,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (PC/주변기기),2026-08-26T08:50:42.077439
PCB,1.한국테마,전기전자,PCB,전기전자 / PCB,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (PCB),2026-08-26T08:50:42.077439
SI,1.한국테마,제조업,SI,제조업 / SI,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,139260,30,한투 공식 테마 (SI),2026-08-26T08:50:42.077439
"SI, AI, ASF, 광우병",1.한국테마,IT서비스,"SI, AI, ASF, 광우병","IT서비스 / SI, AI, ASF, 광우병",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,139260,30,"한투 공식 테마 (SI, AI, ASF, 광우병)",2026-08-26T08:50:42.077439
SNS,1.한국테마,제조업,SNS,제조업 / SNS,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (SNS),2026-08-26T08:50:42.077439
SSD,1.한국테마,제조업,SSD,제조업 / SSD,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (SSD),2026-08-26T08:50:42.077439
T-50고등훈련기,1.한국테마,제조업,T-50고등훈련기,제조업 / T-50고등훈련기,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (T-50고등훈련기),2026-08-26T08:50:42.077439
TFT-LCD BLU 제조,1.한국테마,제조업,TFT-LCD BLU 제조,제조업 / TFT-LCD BLU 제조,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (TFT-LCD BLU 제조),2026-08-26T08:50:42.077439
TFT-LCD 부품,1.한국테마,제조업,TFT-LCD 부품,제조업 / TFT-LCD 부품,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,305540,30,한투 공식 테마 (TFT-LCD 부품),2026-08-26T08:50:42.077439
TFT-LCD 장비,1.한국테마,제조업,TFT-LCD 장비,제조업 / TFT-LCD 장비,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (TFT-LCD 장비),2026-08-26T08:50:42.077439
UAM,1.한국테마,제조업,UAM,제조업 / UAM,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (UAM),2026-08-26T08:50:42.077439
mRNA(메신저리보핵산),1.한국테마,제약바이오,mRNA(메신저리보핵산),제약바이오 / mRNA(메신저리보핵산),,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (mRNA(메신저리보핵산)),2026-08-26T08:50:42.077439
가상화폐,1.한국테마,제조업,가상화폐,제조업 / 가상화폐,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (가상화폐),2026-08-26T08:50:42.077439
가스하이드레이트,1.한국테마,에너지인프라,가스하이드레이트,에너지인프라 / 가스하이드레이트,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,30,한투 공식 테마 (가스하이드레이트),2026-08-26T08:50:42.077439
가정간편식,1.한국테마,제조업,가정간편식,제조업 / 가정간편식,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (가정간편식),2026-08-26T08:50:42.077439
강관업체,1.한국테마,제조업,강관업체,제조업 / 강관업체,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,139240,30,한투 공식 테마 (강관업체),2026-08-26T08:50:42.077439
개성공단,1.한국테마,제조업,개성공단,제조업 / 개성공단,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (개성공단),2026-08-26T08:50:42.077439
갤럭시부품,1.한국테마,제조업,갤럭시부품,제조업 / 갤럭시부품,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,305540,30,한투 공식 테마 (갤럭시부품),2026-08-26T08:50:42.077439
건강기능식품,1.한국테마,필수소비재,건강기능식품,필수소비재 / 건강기능식품,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (건강기능식품),2026-08-26T08:50:42.077439
건설기계,1.한국테마,산업재,건설기계,산업재 / 건설기계,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117700,30,한투 공식 테마 (건설기계),2026-08-26T08:50:42.077439
건설사,1.한국테마,제조업,건설사,제조업 / 건설사,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117700,30,한투 공식 테마 (건설사),2026-08-26T08:50:42.077439
건설사(대형),1.한국테마,제조업,건설사(대형),제조업 / 건설사(대형),,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117700,30,한투 공식 테마 (건설사(대형)),2026-08-26T08:50:42.077439
건자재,1.한국테마,제조업,건자재,제조업 / 건자재,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117700,30,한투 공식 테마 (건자재),2026-08-26T08:50:42.077439
건축/인테리어,1.한국테마,제조업,건축/인테리어,제조업 / 건축/인테리어,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117700,30,한투 공식 테마 (건축/인테리어),2026-08-26T08:50:42.077439
게임,1.한국테마,IT서비스,게임,IT서비스 / 게임,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,139260,30,한투 공식 테마 (게임),2026-08-26T08:50:42.077439
고령화사회,1.한국테마,제조업,고령화사회,제조업 / 고령화사회,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (고령화사회),2026-08-26T08:50:42.077439
골프용품/의류,1.한국테마,제조업,골프용품/의류,제조업 / 골프용품/의류,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (골프용품/의류),2026-08-26T08:50:42.077439
공기청정기,1.한국테마,제조업,공기청정기,제조업 / 공기청정기,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (공기청정기),2026-08-26T08:50:42.077439
공작기계,1.한국테마,산업재,공작기계,산업재 / 공작기계,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (공작기계),2026-08-26T08:50:42.077439
관이음쇠,1.한국테마,제조업,관이음쇠,제조업 / 관이음쇠,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (관이음쇠),2026-08-26T08:50:42.077439
광고,1.한국테마,제조업,광고,제조업 / 광고,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (광고),2026-08-26T08:50:42.077439
광통신,1.한국테마,제조업,광통신,제조업 / 광통신,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,102960,30,한투 공식 테마 (광통신),2026-08-26T08:50:42.077439
